user_id,group,visit_date,conversion,product_category,product_id,product_name,quantity,discount,total_value,payment_method,shipping_method,region,customer_age,customer_gender,device,session_duration,coupon_used,browser,referral_source,conversion_str,price_knn
371,a,2022-01-26,0,electronics,1596,camera,0,0.22,0.0,no_conversion,no_conversion,west,53.0,m,desktop,5,no_conversion,chrome,organic,no,751.69
372,a,2022-02-21,0,sports,1392,football,0,0.28,0.0,no_conversion,no_conversion,central,18.0,m,mobile,9,no_conversion,safari,email,no,213.4
373,a,2022-01-22,0,electronics,1699,smartphone,0,0.28,0.0,no_conversion,no_conversion,south,60.0,m,tablet,20,no_conversion,chrome,email,no,401.82
374,b,2022-01-21,0,books,1622,science_fiction,0,0.11,0.0,no_conversion,no_conversion,east,57.0,m,mobile,21,no_conversion,safari,organic,no,31.4
375,a,2022-02-20,1,toys,1782,action_figure,4,0.13,280.52,credit_card,express,south,51.0,m,tablet,17,no,firefox,paid,yes,80.61
376,a,2022-02-07,0,fashhion,1994,jeans,0,0.08,0.0,no_conversion,no_conversion,east,51.0,other,mobile,12,no_conversion,other,social,no,105.51
377,b,2022-01-20,0,fashhion,1440,sneakers,0,0.2,0.0,no_conversion,no_conversion,south,65.0,f,desktop,28,no_conversion,other,paid,no,162.79
378,a,2022-01-29,0,sports,1836,tennis_racket,0,0.11,0.0,no_conversion,no_conversion,central,50.0,m,desktop,18,no_conversion,other,organic,no,127.17
379,b,2022-02-20,1,toys,1616,board_game,1,0.24,71.58,paypal,express,central,42.0,m,desktop,3,yes,safari,organic,yes,94.18
380,a,2022-01-04,0,beauty,1505,lipstick,0,0.04,0.0,no_conversion,no_conversion,west,55.0,f,tablet,5,no_conversion,chrome,social,no,84.75
381,a,2022-02-24,0,beauty,1917,perfume,0,0.03,0.0,no_conversion,no_conversion,south,47.0,m,desktop,28,no_conversion,safari,paid,no,93.43
382,b,2022-03-12,0,sports,1319,football,0,0.06,0.0,no_conversion,no_conversion,south,70.0,f,desktop,21,no_conversion,other,organic,no,38.47
383,b,2022-01-28,0,toys,1552,board_game,0,0.03,0.0,no_conversion,no_conversion,west,69.0,f,desktop,20,no_conversion,other,organic,no,21.18
384,b,2022-01-04,0,sports,1214,gym_bag,0,0.19,0.0,no_conversion,no_conversion,west,63.0,f,mobile,14,no_conversion,other,email,no,200.89
385,b,2022-01-22,0,toys,1070,puzzle,0,0.04,0.0,no_conversion,no_conversion,central,37.0,m,mobile,16,no_conversion,other,social,no,44.89
386,b,2022-03-17,0,books,1567,biography,0,0.05,0.0,no_conversion,no_conversion,central,43.0,f,mobile,26,no_conversion,firefox,email,no,27.87
387,a,2022-02-14,0,books,1918,novel,0,0.0,0.0,no_conversion,no_conversion,south,32.0,f,mobile,19,no_conversion,other,email,no,7.83
388,a,2022-03-08,0,electronics,1235,laptop,0,0.23,0.0,no_conversion,no_conversion,central,24.0,f,mobile,9,no_conversion,safari,email,no,867.31
389,b,2022-03-27,0,sports,1280,football,0,0.24,0.0,no_conversion,no_conversion,central,24.0,f,mobile,17,no_conversion,other,organic,no,241.82
390,b,2022-03-07,0,toys,1986,action_figure,0,0.05,0.0,no_conversion,no_conversion,south,67.0,m,mobile,22,no_conversion,edge,paid,no,22.61
391,b,2022-03-29,0,beauty,1616,mascara,0,0.22,0.0,no_conversion,no_conversion,west,46.0,m,desktop,7,no_conversion,firefox,email,no,98.81
392,a,2022-02-03,0,toys,1901,action_figure,0,0.13,0.0,no_conversion,no_conversion,south,40.0,f,desktop,10,no_conversion,other,paid,no,82.74
393,a,2022-02-24,0,books,1886,biography,0,0.07,0.0,no_conversion,no_conversion,north,51.0,f,tablet,4,no_conversion,edge,organic,no,33.84
394,b,2022-01-01,0,toys,1161,board_game,0,0.19,0.0,no_conversion,no_conversion,south,37.0,f,desktop,10,no_conversion,safari,email,no,34.49
395,a,2022-03-13,0,sports,1190,gym_bag,0,0.05,0.0,no_conversion,no_conversion,north,32.0,f,mobile,3,no_conversion,firefox,organic,no,207.15
396,b,2022-03-28,1,electronics,1008,laptop,3,0.23,850.93,credit_card,same_day,south,50.0,m,mobile,24,yes,other,email,yes,368.37
397,b,2022-02-07,0,electronics,1059,headphones,0,0.01,0.0,no_conversion,no_conversion,north,70.0,m,tablet,9,no_conversion,safari,email,no,454.6
398,a,2022-01-06,0,electronics,1892,smartphone,0,0.29,0.0,no_conversion,no_conversion,north,34.0,f,desktop,13,no_conversion,edge,organic,no,392.06
399,b,2022-03-27,0,electronics,1816,headphones,0,0.02,0.0,no_conversion,no_conversion,south,37.0,m,desktop,1,no_conversion,firefox,social,no,645.54
400,b,2022-01-25,1,books,1224,biography,3,0.17,24.58,paypal,express,central,30.0,f,tablet,15,no,other,social,yes,9.87
401,a,2022-03-23,0,home,1818,table,0,0.27,0.0,no_conversion,no_conversion,east,61.0,m,mobile,15,no_conversion,safari,paid,no,469.99
402,b,2022-01-17,0,sports,1699,football,0,0.0,0.0,no_conversion,no_conversion,central,41.0,f,mobile,11,no_conversion,firefox,paid,no,120.05
403,b,2022-03-02,1,fashhion,1581,t-shirt,2,0.15,101.0,credit_card,same_day,north,64.0,f,mobile,28,no,edge,organic,yes,59.41
404,b,2022-01-12,0,sports,1804,tennis_racket,0,0.11,0.0,no_conversion,no_conversion,south,54.0,m,mobile,10,no_conversion,other,organic,no,164.07
405,a,2022-01-06,0,home,1286,lamp,0,0.17,0.0,no_conversion,no_conversion,south,24.0,m,tablet,25,no_conversion,firefox,organic,no,174.65
406,b,2022-03-31,0,electronics,1993,laptop,0,0.07,0.0,no_conversion,no_conversion,south,25.0,f,desktop,7,no_conversion,edge,social,no,627.92
407,a,2022-01-27,0,home,1168,chair,0,0.02,0.0,no_conversion,no_conversion,south,40.0,other,mobile,1,no_conversion,edge,social,no,206.83
408,a,2022-01-08,0,beauty,1061,mascara,0,0.19,0.0,no_conversion,no_conversion,east,31.0,f,desktop,7,no_conversion,safari,email,no,28.49
409,b,2022-03-24,0,beauty,1348,perfume,0,0.13,0.0,no_conversion,no_conversion,west,21.0,m,desktop,5,no_conversion,edge,email,no,47.23
410,a,2022-03-06,0,books,1441,mystery,0,0.19,0.0,no_conversion,no_conversion,north,38.0,m,mobile,26,no_conversion,edge,organic,no,24.73
411,a,2022-02-26,1,sports,1013,running_shoes,4,0.06,143.56,bank_transfer,same_day,east,63.0,m,mobile,29,no,chrome,organic,yes,184.57213775510203
412,b,2022-02-09,0,sports,1163,gym_bag,0,0.1,0.0,no_conversion,no_conversion,central,27.0,m,mobile,29,no_conversion,edge,paid,no,238.07
413,b,2022-01-14,0,fashhion,1419,sneakers,0,0.1502244897959184,0.0,no_conversion,no_conversion,west,39.0,f,desktop,23,no_conversion,other,social,no,131.93
414,b,2022-02-04,0,books,1756,science_fiction,0,0.18,0.0,no_conversion,no_conversion,west,47.0,f,tablet,16,no_conversion,firefox,organic,no,32.06
415,b,2022-02-17,0,fashhion,1846,jeans,0,0.11,0.0,no_conversion,no_conversion,south,47.0,m,mobile,28,no_conversion,other,social,no,118.29
416,a,2022-03-25,0,beauty,1519,lipstick,0,0.08,0.0,no_conversion,no_conversion,east,33.0,m,desktop,25,no_conversion,other,organic,no,92.64
417,a,2022-02-25,0,electronics,1665,headphones,0,0.08,0.0,no_conversion,no_conversion,central,28.0,m,desktop,8,no_conversion,safari,email,no,947.72
418,a,2022-02-18,0,home,1547,lamp,0,0.05,0.0,no_conversion,no_conversion,south,39.0,f,mobile,22,no_conversion,chrome,organic,no,53.86
419,b,2022-01-13,0,fashhion,1559,jeans,0,0.1,0.0,no_conversion,no_conversion,south,46.0,f,tablet,2,no_conversion,chrome,email,no,28.6
420,b,2022-03-02,0,toys,1596,action_figure,0,0.06,0.0,no_conversion,no_conversion,north,42.0,f,mobile,8,no_conversion,other,paid,no,23.19
421,b,2022-02-18,0,fashhion,1027,t-shirt,0,0.19,0.0,no_conversion,no_conversion,west,31.0,m,mobile,28,no_conversion,firefox,paid,no,50.11
422,b,2022-02-15,0,electronics,1707,smartphone,0,0.17,0.0,no_conversion,no_conversion,central,31.0,f,tablet,14,no_conversion,chrome,paid,no,344.96
423,a,2022-03-03,0,electronics,1445,smartphone,0,0.11,0.0,no_conversion,no_conversion,west,19.0,m,mobile,4,no_conversion,chrome,organic,no,737.56
424,a,2022-01-08,0,sports,1207,gym_bag,0,0.1,0.0,no_conversion,no_conversion,east,30.0,m,mobile,24,no_conversion,other,paid,no,154.06
425,a,2022-02-12,1,home,1469,table,4,0.07,1846.24,credit_card,same_day,north,42.0,f,tablet,15,no,chrome,organic,yes,496.3
426,b,2022-01-20,0,electronics,1715,smartphone,0,0.16,0.0,no_conversion,no_conversion,south,42.0,f,desktop,7,no_conversion,safari,social,no,381.51
427,a,2022-03-31,0,books,1975,mystery,0,0.28,0.0,no_conversion,no_conversion,north,35.0,m,desktop,20,no_conversion,other,email,no,18.99
428,b,2022-02-08,0,fashhion,1818,t-shirt,0,0.21,0.0,no_conversion,no_conversion,south,53.0,m,desktop,8,no_conversion,chrome,social,no,197.16
429,a,2022-03-26,0,fashhion,1103,sneakers,0,0.22,0.0,no_conversion,no_conversion,north,38.0,m,desktop,27,no_conversion,chrome,organic,no,169.72
430,a,2022-02-18,0,beauty,1741,lotion,0,0.25,0.0,no_conversion,no_conversion,south,70.0,m,desktop,11,no_conversion,chrome,paid,no,75.77
431,a,2022-03-05,1,electronics,1425,headphones,2,0.11,1145.75,credit_card,standard,west,36.0,f,mobile,28,no,other,email,yes,643.68
432,b,2022-03-03,0,toys,1100,board_game,0,0.02,0.0,no_conversion,no_conversion,west,33.0,f,tablet,27,no_conversion,firefox,paid,no,85.1
433,b,2022-02-23,0,sports,1540,running_shoes,0,0.19,0.0,no_conversion,no_conversion,west,45.0,m,desktop,2,no_conversion,edge,social,no,159.86
434,a,2022-01-09,0,home,1638,sofa,0,0.06,0.0,no_conversion,no_conversion,west,21.0,m,tablet,9,no_conversion,chrome,organic,no,142.71
435,a,2022-03-29,0,toys,1849,board_game,0,0.17,0.0,no_conversion,no_conversion,north,68.0,m,desktop,6,no_conversion,edge,email,no,83.7
436,b,2022-02-06,0,sports,1521,running_shoes,0,0.22,0.0,no_conversion,no_conversion,south,32.0,f,mobile,23,no_conversion,edge,email,no,175.2
437,a,2022-02-18,0,fashhion,1105,jeans,0,0.24,0.0,no_conversion,no_conversion,west,18.0,m,desktop,26,no_conversion,chrome,organic,no,47.55
438,b,2022-02-10,0,toys,1678,puzzle,0,0.09,0.0,no_conversion,no_conversion,north,65.0,f,desktop,1,no_conversion,chrome,organic,no,53.03
439,b,2022-01-17,0,sports,1977,gym_bag,0,0.15,0.0,no_conversion,no_conversion,south,64.0,m,tablet,3,no_conversion,edge,email,no,141.56
440,a,2022-03-29,0,fashhion,1768,t-shirt,0,0.19,0.0,no_conversion,no_conversion,north,33.0,f,tablet,30,no_conversion,firefox,social,no,177.83
441,a,2022-01-21,0,fashhion,1806,sneakers,0,0.25,0.0,no_conversion,no_conversion,west,37.0,f,mobile,10,no_conversion,edge,social,no,42.69
442,b,2022-02-20,1,fashhion,1276,dress,5,0.23,683.53,bank_transfer,standard,east,50.0,f,tablet,5,no,firefox,paid,yes,177.54
443,a,2022-02-28,0,fashhion,1064,jeans,0,0.3,0.0,no_conversion,no_conversion,north,34.0,f,tablet,12,no_conversion,safari,email,no,112.2
444,a,2022-02-08,0,books,1782,novel,0,0.0,0.0,no_conversion,no_conversion,west,22.0,f,tablet,23,no_conversion,firefox,organic,no,23.2
445,b,2022-02-24,0,fashhion,1899,sneakers,0,0.13,0.0,no_conversion,no_conversion,central,22.0,f,mobile,1,no_conversion,other,organic,no,49.15
446,b,2022-02-10,1,beauty,1187,lipstick,1,0.08,99.46,paypal,express,south,56.0,m,mobile,9,yes,chrome,organic,yes,108.11
447,b,2022-02-08,1,toys,1316,doll,4,0.04,357.31,credit_card,same_day,west,30.0,m,mobile,21,yes,safari,organic,yes,93.05
448,b,2022-01-13,0,sports,1915,football,0,0.27,0.0,no_conversion,no_conversion,central,61.0,m,tablet,13,no_conversion,edge,email,no,131.35
449,a,2022-03-05,0,beauty,1137,perfume,0,0.1502244897959184,0.0,no_conversion,no_conversion,north,53.0,f,tablet,28,no_conversion,firefox,social,no,43.82
450,a,2022-01-11,0,books,1342,biography,0,0.1502244897959184,0.0,no_conversion,no_conversion,north,47.0,f,mobile,19,no_conversion,safari,paid,no,29.97
451,b,2022-01-19,0,beauty,1104,perfume,0,0.01,0.0,no_conversion,no_conversion,central,21.0,m,tablet,7,no_conversion,other,social,no,121.47
452,b,2022-01-11,0,electronics,1545,headphones,0,0.08,0.0,no_conversion,no_conversion,central,40.0,f,tablet,26,no_conversion,firefox,paid,no,203.01
453,a,2022-03-18,0,electronics,1379,camera,0,0.25,0.0,no_conversion,no_conversion,south,38.0,f,desktop,16,no_conversion,edge,organic,no,705.1
454,b,2022-02-15,0,electronics,1109,smartphone,0,0.09,0.0,no_conversion,no_conversion,north,38.0,f,mobile,8,no_conversion,edge,organic,no,677.21
455,a,2022-02-14,0,home,1943,sofa,0,0.02,0.0,no_conversion,no_conversion,central,23.0,f,mobile,26,no_conversion,firefox,email,no,193.17
456,a,2022-01-01,0,electronics,1544,headphones,0,0.02,0.0,no_conversion,no_conversion,east,41.0,other,tablet,26,no_conversion,other,organic,no,561.14
457,a,2022-02-09,1,sports,1353,running_shoes,2,0.13,168.22,credit_card,same_day,east,64.0,m,tablet,19,yes,chrome,email,yes,184.57213775510203
458,a,2022-01-19,0,beauty,1742,mascara,0,0.28,0.0,no_conversion,no_conversion,central,70.0,m,desktop,7,no_conversion,chrome,email,no,120.58
459,a,2022-03-17,0,sports,1316,tennis_racket,0,0.09,0.0,no_conversion,no_conversion,south,48.0,f,mobile,23,no_conversion,edge,email,no,201.32
460,a,2022-03-13,0,toys,1265,puzzle,0,0.13,0.0,no_conversion,no_conversion,north,36.0,m,mobile,4,no_conversion,other,organic,no,55.61
461,a,2022-03-13,0,electronics,1693,camera,0,0.03,0.0,no_conversion,no_conversion,east,55.0,m,tablet,10,no_conversion,edge,organic,no,514.02
462,b,2022-03-02,0,books,1851,science_fiction,0,0.15,0.0,no_conversion,no_conversion,central,29.0,f,mobile,25,no_conversion,chrome,social,no,18.11
463,b,2022-01-12,0,home,1064,table,0,0.21,0.0,no_conversion,no_conversion,central,31.0,f,tablet,1,no_conversion,edge,paid,no,420.23
464,b,2022-03-02,1,toys,1332,puzzle,3,0.08,132.15,bank_transfer,express,west,67.0,f,desktop,17,yes,firefox,social,yes,47.88
465,b,2022-02-02,0,books,1512,novel,0,0.09,0.0,no_conversion,no_conversion,central,29.0,m,tablet,21,no_conversion,firefox,organic,no,27.57
466,a,2022-02-14,0,home,1132,table,0,0.25,0.0,no_conversion,no_conversion,south,32.0,f,desktop,13,no_conversion,other,paid,no,284.37
467,a,2022-03-31,0,toys,1591,action_figure,0,0.0,0.0,no_conversion,no_conversion,east,36.0,m,tablet,19,no_conversion,chrome,email,no,47.59
468,b,2022-03-10,0,beauty,1782,lipstick,0,0.19,0.0,no_conversion,no_conversion,west,45.0,m,desktop,26,no_conversion,other,paid,no,45.85
469,a,2022-01-08,0,sports,1752,running_shoes,0,0.12,0.0,no_conversion,no_conversion,east,57.0,f,desktop,13,no_conversion,other,email,no,62.49
470,b,2022-01-25,0,fashhion,1539,jeans,0,0.1502244897959184,0.0,no_conversion,no_conversion,east,58.0,m,mobile,9,no_conversion,chrome,organic,no,37.74
471,a,2022-02-15,0,sports,1734,football,0,0.2,0.0,no_conversion,no_conversion,south,22.0,m,tablet,5,no_conversion,safari,paid,no,234.51
472,b,2022-03-28,0,electronics,1534,smartphone,0,0.25,0.0,no_conversion,no_conversion,central,22.0,f,mobile,23,no_conversion,safari,email,no,378.82
473,a,2022-01-30,0,books,1495,mystery,0,0.17,0.0,no_conversion,no_conversion,south,23.0,m,mobile,1,no_conversion,edge,social,no,7.51
474,b,2022-02-16,0,fashhion,1620,dress,0,0.01,0.0,no_conversion,no_conversion,central,40.0,f,tablet,2,no_conversion,safari,social,no,163.55
475,b,2022-03-28,0,home,1618,sofa,0,0.14,0.0,no_conversion,no_conversion,west,20.0,f,mobile,11,no_conversion,firefox,email,no,119.33
476,b,2022-02-18,0,beauty,1656,lipstick,0,0.14,0.0,no_conversion,no_conversion,south,54.0,other,mobile,28,no_conversion,other,social,no,97.52
477,a,2022-02-16,0,beauty,1368,mascara,0,0.16,0.0,no_conversion,no_conversion,south,50.0,m,mobile,4,no_conversion,edge,social,no,57.41
478,b,2022-03-25,0,home,1865,lamp,0,0.2,0.0,no_conversion,no_conversion,north,60.0,f,tablet,9,no_conversion,other,paid,no,106.92
479,b,2022-03-23,1,electronics,1908,smartphone,2,0.01,1052.53,bank_transfer,same_day,south,38.0,m,mobile,5,no,chrome,social,yes,531.58
480,b,2022-01-18,0,home,1909,table,0,0.15,0.0,no_conversion,no_conversion,north,37.0,f,mobile,5,no_conversion,safari,paid,no,56.66
481,b,2022-03-07,0,toys,1650,action_figure,0,0.18,0.0,no_conversion,no_conversion,central,18.0,m,mobile,25,no_conversion,chrome,organic,no,184.57213775510203
482,b,2022-03-09,1,books,1795,science_fiction,5,0.1,126.5,bank_transfer,express,central,56.0,m,tablet,8,no,edge,social,yes,184.57213775510203
483,a,2022-02-02,0,books,1809,science_fiction,0,0.2,0.0,no_conversion,no_conversion,central,64.0,f,desktop,2,no_conversion,firefox,organic,no,11.26
484,b,2022-02-05,0,electronics,1991,headphones,0,0.07,0.0,no_conversion,no_conversion,north,34.0,m,desktop,7,no_conversion,safari,social,no,389.58
485,b,2022-03-23,0,fashhion,1098,sneakers,0,0.1,0.0,no_conversion,no_conversion,central,46.0,m,desktop,17,no_conversion,chrome,email,no,100.64
486,b,2022-01-19,0,home,1316,lamp,0,0.29,0.0,no_conversion,no_conversion,east,25.0,m,desktop,26,no_conversion,safari,email,no,134.99
487,a,2022-01-28,0,electronics,1122,smartphone,0,0.1,0.0,no_conversion,no_conversion,south,43.0,f,mobile,27,no_conversion,other,organic,no,414.88
488,a,2022-02-09,0,books,1319,biography,0,0.1,0.0,no_conversion,no_conversion,north,45.0,m,tablet,11,no_conversion,firefox,organic,no,29.05
489,b,2022-03-25,0,fashhion,1798,dress,0,0.18,0.0,no_conversion,no_conversion,central,51.0,m,mobile,15,no_conversion,safari,organic,no,169.87
490,b,2022-03-17,0,home,1592,table,0,0.29,0.0,no_conversion,no_conversion,east,43.0,m,tablet,25,no_conversion,firefox,email,no,230.83
491,a,2022-01-15,1,beauty,1494,lotion,1,0.29,78.37,cash_on_delivery,same_day,south,30.0,f,mobile,3,yes,other,organic,yes,110.38
492,b,2022-02-10,0,home,1456,lamp,0,0.17,0.0,no_conversion,no_conversion,south,61.0,f,desktop,13,no_conversion,other,email,no,444.51
493,a,2022-02-08,1,sports,1521,football,5,0.0,442.0,bank_transfer,standard,central,54.0,m,desktop,18,no,chrome,organic,yes,88.4
494,a,2022-01-02,0,home,1519,table,0,0.27,0.0,no_conversion,no_conversion,east,30.0,m,tablet,20,no_conversion,edge,paid,no,413.24
495,a,2022-03-04,0,sports,1916,tennis_racket,0,0.1502244897959184,0.0,no_conversion,no_conversion,north,55.0,m,mobile,20,no_conversion,chrome,paid,no,234.5
496,a,2022-01-29,0,fashhion,1716,sneakers,0,0.11,0.0,no_conversion,no_conversion,central,42.0,m,desktop,3,no_conversion,firefox,social,no,84.25
497,b,2022-03-15,0,home,1314,table,0,0.25,0.0,no_conversion,no_conversion,south,64.0,m,tablet,2,no_conversion,chrome,paid,no,495.28
498,a,2022-03-07,0,fashhion,1945,dress,0,0.12,0.0,no_conversion,no_conversion,south,40.0,f,mobile,5,no_conversion,safari,organic,no,67.26
499,b,2022-02-20,0,fashhion,1708,t-shirt,0,0.01,0.0,no_conversion,no_conversion,south,39.0,f,tablet,20,no_conversion,chrome,paid,no,65.86
500,b,2022-03-16,0,books,1709,mystery,0,0.25,0.0,no_conversion,no_conversion,central,38.0,f,mobile,5,no_conversion,edge,paid,no,39.75
501,b,2022-03-18,1,electronics,1541,smartphone,3,0.16,1380.28,paypal,express,west,47.0,m,mobile,13,no,edge,organic,yes,547.73
502,b,2022-01-10,0,fashhion,1478,sneakers,0,0.1,0.0,no_conversion,no_conversion,west,28.0,f,mobile,28,no_conversion,firefox,paid,no,79.54
503,a,2022-01-14,0,fashhion,1912,t-shirt,0,0.08,0.0,no_conversion,no_conversion,west,21.0,f,tablet,28,no_conversion,other,organic,no,52.16
504,b,2022-03-23,0,books,1970,mystery,0,0.18,0.0,no_conversion,no_conversion,east,50.0,f,tablet,8,no_conversion,edge,paid,no,39.44
505,b,2022-02-20,0,books,1019,mystery,0,0.06,0.0,no_conversion,no_conversion,central,64.0,f,mobile,27,no_conversion,firefox,organic,no,40.38
506,a,2022-03-14,0,home,1559,chair,0,0.1,0.0,no_conversion,no_conversion,south,29.0,m,desktop,16,no_conversion,edge,email,no,304.95
507,b,2022-02-08,0,books,1968,biography,0,0.19,0.0,no_conversion,no_conversion,east,26.0,m,mobile,18,no_conversion,edge,email,no,48.08
508,b,2022-01-28,0,home,1129,table,0,0.26,0.0,no_conversion,no_conversion,west,49.0,f,tablet,25,no_conversion,other,social,no,193.17
509,b,2022-01-03,1,beauty,1292,mascara,3,0.16,102.69,credit_card,express,north,28.0,m,mobile,26,yes,safari,paid,yes,40.75
510,b,2022-03-25,0,books,1896,biography,0,0.23,0.0,no_conversion,no_conversion,east,54.0,m,tablet,16,no_conversion,firefox,social,no,35.49
511,b,2022-03-11,0,electronics,1131,laptop,0,0.23,0.0,no_conversion,no_conversion,east,41.0,m,mobile,1,no_conversion,edge,organic,no,806.73
512,a,2022-01-27,0,fashhion,1355,t-shirt,0,0.2,0.0,no_conversion,no_conversion,central,24.0,m,mobile,8,no_conversion,edge,email,no,60.48
513,b,2022-01-02,0,electronics,1053,headphones,0,0.07,0.0,no_conversion,no_conversion,east,25.0,f,desktop,28,no_conversion,chrome,organic,no,261.29
514,b,2022-02-07,0,sports,1889,gym_bag,0,0.26,0.0,no_conversion,no_conversion,central,50.0,m,desktop,21,no_conversion,safari,social,no,248.84
515,a,2022-01-03,0,books,1792,novel,0,0.13,0.0,no_conversion,no_conversion,north,42.0,m,tablet,2,no_conversion,other,organic,no,48.94
516,a,2022-01-16,1,fashhion,1386,dress,3,0.01,404.04,credit_card,standard,south,18.0,f,mobile,24,yes,firefox,organic,yes,136.04
517,a,2022-02-09,0,electronics,1264,smartphone,0,0.07,0.0,no_conversion,no_conversion,south,20.0,m,tablet,5,no_conversion,edge,organic,no,422.29
518,b,2022-01-02,0,books,1981,biography,0,0.23,0.0,no_conversion,no_conversion,west,57.0,other,mobile,26,no_conversion,firefox,organic,no,49.85
519,b,2022-03-22,1,books,1214,biography,3,0.02,132.89,cash_on_delivery,express,west,45.0,m,mobile,15,yes,other,email,yes,45.2
520,a,2022-02-10,0,beauty,1459,mascara,0,0.04,0.0,no_conversion,no_conversion,north,60.0,f,mobile,14,no_conversion,safari,organic,no,81.87
521,b,2022-01-12,0,beauty,1457,perfume,0,0.21,0.0,no_conversion,no_conversion,south,50.0,f,desktop,26,no_conversion,chrome,organic,no,125.54
522,a,2022-02-04,0,fashhion,1801,jeans,0,0.27,0.0,no_conversion,no_conversion,west,63.0,f,tablet,29,no_conversion,safari,email,no,166.85
523,b,2022-03-06,0,sports,1042,tennis_racket,0,0.19,0.0,no_conversion,no_conversion,east,18.0,m,mobile,30,no_conversion,chrome,organic,no,282.4
524,b,2022-02-24,0,beauty,1585,perfume,0,0.07,0.0,no_conversion,no_conversion,central,55.0,m,mobile,3,no_conversion,firefox,organic,no,127.73
525,b,2022-02-14,0,beauty,1861,lotion,0,0.02,0.0,no_conversion,no_conversion,west,70.0,f,tablet,7,no_conversion,safari,social,no,100.12
526,a,2022-03-20,0,sports,1277,gym_bag,0,0.18,0.0,no_conversion,no_conversion,north,44.0,f,tablet,4,no_conversion,safari,email,no,194.51
527,a,2022-03-31,0,electronics,1837,laptop,0,0.01,0.0,no_conversion,no_conversion,south,55.0,m,mobile,11,no_conversion,safari,paid,no,573.89
528,a,2022-03-26,0,beauty,1753,perfume,0,0.18,0.0,no_conversion,no_conversion,north,52.0,m,desktop,27,no_conversion,other,organic,no,97.71
529,a,2022-03-03,0,home,1129,table,0,0.07,0.0,no_conversion,no_conversion,central,27.0,f,desktop,26,no_conversion,firefox,social,no,407.85
530,b,2022-02-18,0,toys,1349,board_game,0,0.27,0.0,no_conversion,no_conversion,central,29.0,f,mobile,12,no_conversion,chrome,email,no,97.06
531,b,2022-01-25,0,toys,1705,puzzle,0,0.14,0.0,no_conversion,no_conversion,north,27.0,m,desktop,15,no_conversion,safari,organic,no,49.39
532,b,2022-01-23,0,beauty,1543,mascara,0,0.07,0.0,no_conversion,no_conversion,west,51.0,f,tablet,6,no_conversion,firefox,paid,no,90.31
533,b,2022-01-24,0,electronics,1105,headphones,0,0.26,0.0,no_conversion,no_conversion,west,41.0,f,desktop,26,no_conversion,other,organic,no,555.84
534,b,2022-02-07,0,books,1911,novel,0,0.08,0.0,no_conversion,no_conversion,south,45.0,f,tablet,24,no_conversion,other,social,no,35.08
535,b,2022-01-28,1,electronics,1715,camera,2,0.09,1281.17,credit_card,standard,south,39.0,f,tablet,1,yes,firefox,email,yes,703.94
536,b,2022-01-21,0,fashhion,1000,sneakers,0,0.25,0.0,no_conversion,no_conversion,east,62.0,m,tablet,18,no_conversion,chrome,social,no,184.57213775510203
537,b,2022-02-23,0,home,1756,table,0,0.09,0.0,no_conversion,no_conversion,east,33.0,other,tablet,14,no_conversion,firefox,email,no,293.52
538,a,2022-01-18,0,electronics,1583,laptop,0,0.12,0.0,no_conversion,no_conversion,south,30.0,f,desktop,29,no_conversion,firefox,paid,no,270.79
539,a,2022-02-05,0,sports,1431,running_shoes,0,0.1,0.0,no_conversion,no_conversion,east,53.0,f,tablet,24,no_conversion,edge,organic,no,37.12
540,a,2022-02-14,0,home,1305,lamp,0,0.03,0.0,no_conversion,no_conversion,north,53.0,m,mobile,7,no_conversion,other,social,no,406.04
541,b,2022-03-14,1,toys,1908,board_game,3,0.01,87.82,credit_card,same_day,west,60.0,f,tablet,10,yes,chrome,paid,yes,29.57
542,b,2022-02-22,0,home,1526,sofa,0,0.22,0.0,no_conversion,no_conversion,east,40.0,m,mobile,9,no_conversion,edge,paid,no,203.29
543,a,2022-01-30,0,sports,1052,running_shoes,0,0.19,0.0,no_conversion,no_conversion,east,31.0,m,tablet,2,no_conversion,firefox,organic,no,47.3
544,b,2022-03-01,0,beauty,1939,perfume,0,0.08,0.0,no_conversion,no_conversion,north,49.0,f,tablet,8,no_conversion,other,social,no,35.13
545,b,2022-02-01,1,sports,1519,tennis_racket,3,0.09,646.22,paypal,standard,central,20.0,f,desktop,22,yes,edge,organic,yes,236.71
546,a,2022-03-08,0,sports,1329,tennis_racket,0,0.28,0.0,no_conversion,no_conversion,south,44.0,f,tablet,1,no_conversion,edge,organic,no,163.25
547,a,2022-03-08,1,beauty,1557,perfume,2,0.3,186.61,credit_card,standard,north,36.0,m,tablet,20,yes,chrome,email,yes,133.29
548,b,2022-01-28,0,beauty,1324,lipstick,0,0.14,0.0,no_conversion,no_conversion,central,39.0,f,desktop,30,no_conversion,firefox,email,no,65.61
549,b,2022-02-13,0,beauty,1113,lipstick,0,0.24,0.0,no_conversion,no_conversion,north,18.0,m,desktop,2,no_conversion,chrome,organic,no,47.62
550,b,2022-03-20,0,beauty,1146,mascara,0,0.22,0.0,no_conversion,no_conversion,west,22.0,f,mobile,7,no_conversion,edge,email,no,58.66
551,b,2022-02-10,0,beauty,1165,mascara,0,0.09,0.0,no_conversion,no_conversion,north,66.0,m,desktop,25,no_conversion,edge,social,no,109.79
