User Id,Group,Visit Date,Conversion,Product Category,Product Id,Product Name,Quantity,Price,Discount,Total Value,Payment Method,Shipping Method,Region,Customer Age,Customer Gender,Device,Session Duration,Coupon Used,Browser,Referral Source
474,B,2022-02-16,0,FASHHION,P1620,Dress,0,"163,55","0,01","0,0",,,Central,40.0,F,TABLET,2,,Safaaaaari,Social
475,B,2022-03-28,0,HOME,P1618,Sofa,0,"119,33","0,14","0,0",,,West,20.0,F,Mobile,11,,Firefoxxxxxx,Email
476,B,2022-02-18,0,BEAUTY,P1656,Lipstick,0,"97,52","0,14","0,0",,,South,54.0,Other,Mobile,28,,Ottttther,Social
477,A,2022-02-16,0,BEAUTY,P1368,Mascara,0,"57,41","0,16","0,0",,,South,50.0,M,Mobile,4,,Eddddge,Social
478,B,2022-03-25,0,HOME,P1865,Lamp,0,"106,92","0,2","0,0",,,North,60.0,F,TABLET,9,,Ottttther,PAID
479,B,2022-03-23,1,ELECTRONICS,P1908,Smartphone,2,"531,58","0,01","1052,53",Bank Transfer,Same day,South,38.0,M,Mobile,5,No,Chrooome,Social
480,B,2022-01-18,0,HOME,P1909,Table,0,"56,66","0,15","0,0",,,North,37.0,F,Mobile,5,,Safaaaaari,PAID
481,B,2022-03-07,0,TOYS,P1650,Action Figure,0,,"0,18","0,0",,,Central,18.0,M,Mobile,25,,Chrooome,Organic
482,B,2022-03-09,1,BOOKS,P1795,Science Fiction,5,,"0,1","126,5",Bank Transfer,Express,Central,56.0,M,TABLET,8,No,Eddddge,Social
483,A,2022-02-02,0,BOOKS,P1809,Science Fiction,0,"11,26","0,2","0,0",,,Central,64.0,F,Desktop,2,,Firefoxxxxxx,Organic
484,B,2022-02-05,0,ELECTRONICS,P1991,Headphones,0,"389,58","0,07","0,0",,,North,34.0,M,Desktop,7,,Safaaaaari,Social
485,B,2022-03-23,0,FASHHION,P1098,Sneakers,0,"100,64","0,1","0,0",,,Central,46.0,M,Desktop,17,,Chrooome,Email
486,B,2022-01-19,0,HOME,P1316,Lamp,0,"134,99","0,29","0,0",,,East,25.0,M,Desktop,26,,Safaaaaari,Email
487,A,2022-01-28,0,ELECTRONICS,P1122,Smartphone,0,"414,88","0,1","0,0",,,South,43.0,F,Mobile,27,,Ottttther,Organic
488,A,2022-02-09,0,BOOKS,P1319,Biography,0,"29,05","0,1","0,0",,,North,45.0,M,TABLET,11,,Firefoxxxxxx,Organic
489,B,2022-03-25,0,FASHHION,P1798,Dress,0,"169,87","0,18","0,0",,,Central,51.0,M,Mobile,15,,Safaaaaari,Organic
490,B,2022-03-17,0,HOME,P1592,Table,0,"230,83","0,29","0,0",,,East,43.0,M,TABLET,25,,Firefoxxxxxx,Email
491,A,2022-01-15,1,BEAUTY,P1494,Lotion,1,"110,38","0,29","78,37",Cash on Delivery,Same day,South,30.0,F,Mobile,3,Yes,Ottttther,Organic
492,B,2022-02-10,0,HOME,P1456,Lamp,0,"444,51","0,17","0,0",,,South,61.0,F,Desktop,13,,Ottttther,Email
493,A,2022-02-08,1,SPORTS,P1521,Football,5,"88,4","0,0","442,0",Bank Transfer,Standard,Central,54.0,M,Desktop,18,No,Chrooome,Organic
494,A,2022-01-02,0,HOME,P1519,Table,0,"413,24","0,27","0,0",,,East,30.0,M,TABLET,20,,Eddddge,PAID
495,A,2022-03-04,0,SPORTS,P1916,Tennis Racket,0,"234,5",,"0,0",,,North,55.0,M,Mobile,20,,Chrooome,PAID
496,A,2022-01-29,0,FASHHION,P1716,Sneakers,0,"84,25","0,11","0,0",,,Central,42.0,M,Desktop,3,,Firefoxxxxxx,Social
497,B,2022-03-15,0,HOME,P1314,Table,0,"495,28","0,25","0,0",,,South,64.0,M,TABLET,2,,Chrooome,PAID
498,A,2022-03-07,0,FASHHION,P1945,Dress,0,"67,26","0,12","0,0",,,South,40.0,F,Mobile,5,,Safaaaaari,Organic
499,B,2022-02-20,0,FASHHION,P1708,T-shirt,0,"65,86","0,01","0,0",,,South,39.0,F,TABLET,20,,Chrooome,PAID
500,B,2022-03-16,0,BOOKS,P1709,Mystery,0,"39,75","0,25","0,0",,,Central,38.0,F,Mobile,5,,Eddddge,PAID
501,B,2022-03-18,1,ELECTRONICS,P1541,Smartphone,3,"547,73","0,16","1380,28",PayPal,Express,West,47.0,M,Mobile,13,No,Eddddge,Organic
502,B,2022-01-10,0,FASHHION,P1478,Sneakers,0,"79,54","0,1","0,0",,,West,28.0,F,Mobile,28,,Firefoxxxxxx,PAID
503,A,2022-01-14,0,FASHHION,P1912,T-shirt,0,"52,16","0,08","0,0",,,West,21.0,F,TABLET,28,,Ottttther,Organic
504,B,2022-03-23,0,BOOKS,P1970,Mystery,0,"39,44","0,18","0,0",,,East,50.0,F,TABLET,8,,Eddddge,PAID
505,B,2022-02-20,0,BOOKS,P1019,Mystery,0,"40,38","0,06","0,0",,,Central,64.0,F,Mobile,27,,Firefoxxxxxx,Organic
506,A,2022-03-14,0,HOME,P1559,Chair,0,"304,95","0,1","0,0",,,South,29.0,M,Desktop,16,,Eddddge,Email
507,B,2022-02-08,0,BOOKS,P1968,Biography,0,"48,08","0,19","0,0",,,East,26.0,M,Mobile,18,,Eddddge,Email
508,B,2022-01-28,0,HOME,P1129,Table,0,"193,17","0,26","0,0",,,West,49.0,F,TABLET,25,,Ottttther,Social
509,B,2022-01-03,1,BEAUTY,P1292,Mascara,3,"40,75","0,16","102,69",Credit Card,Express,North,28.0,M,Mobile,26,Yes,Safaaaaari,PAID
510,B,2022-03-25,0,BOOKS,P1896,Biography,0,"35,49","0,23","0,0",,,East,54.0,M,TABLET,16,,Firefoxxxxxx,Social
511,B,2022-03-11,0,ELECTRONICS,P1131,Laptop,0,"806,73","0,23","0,0",,,East,41.0,M,Mobile,1,,Eddddge,Organic
512,A,2022-01-27,0,FASHHION,P1355,T-shirt,0,"60,48","0,2","0,0",,,Central,24.0,M,Mobile,8,,Eddddge,Email
513,B,2022-01-02,0,ELECTRONICS,P1053,Headphones,0,"261,29","0,07","0,0",,,East,25.0,F,Desktop,28,,Chrooome,Organic
514,B,2022-02-07,0,SPORTS,P1889,Gym Bag,0,"248,84","0,26","0,0",,,Central,50.0,M,Desktop,21,,Safaaaaari,Social
515,A,2022-01-03,0,BOOKS,P1792,Novel,0,"48,94","0,13","0,0",,,North,42.0,M,TABLET,2,,Ottttther,Organic
516,A,2022-01-16,1,FASHHION,P1386,Dress,3,"136,04","0,01","404,04",Credit Card,Standard,South,18.0,F,Mobile,24,Yes,Firefoxxxxxx,Organic
517,A,2022-02-09,0,ELECTRONICS,P1264,Smartphone,0,"422,29","0,07","0,0",,,South,20.0,M,TABLET,5,,Eddddge,Organic
518,B,2022-01-02,0,BOOKS,P1981,Biography,0,"49,85","0,23","0,0",,,West,57.0,Other,Mobile,26,,Firefoxxxxxx,Organic
519,B,2022-03-22,1,BOOKS,P1214,Biography,3,"45,2","0,02","132,89",Cash on Delivery,Express,West,45.0,M,Mobile,15,Yes,Ottttther,Email
520,A,2022-02-10,0,BEAUTY,P1459,Mascara,0,"81,87","0,04","0,0",,,North,60.0,F,Mobile,14,,Safaaaaari,Organic
521,B,2022-01-12,0,BEAUTY,P1457,Perfume,0,"125,54","0,21","0,0",,,South,50.0,F,Desktop,26,,Chrooome,Organic
522,A,2022-02-04,0,FASHHION,P1801,Jeans,0,"166,85","0,27","0,0",,,West,63.0,F,TABLET,29,,Safaaaaari,Email
523,B,2022-03-06,0,SPORTS,P1042,Tennis Racket,0,"282,4","0,19","0,0",,,East,18.0,M,Mobile,30,,Chrooome,Organic
524,B,2022-02-24,0,BEAUTY,P1585,Perfume,0,"127,73","0,07","0,0",,,Central,55.0,M,Mobile,3,,Firefoxxxxxx,Organic
525,B,2022-02-14,0,BEAUTY,P1861,Lotion,0,"100,12","0,02","0,0",,,West,70.0,F,TABLET,7,,Safaaaaari,Social
526,A,2022-03-20,0,SPORTS,P1277,Gym Bag,0,"194,51","0,18","0,0",,,North,44.0,F,TABLET,4,,Safaaaaari,Email
527,A,2022-03-31,0,ELECTRONICS,P1837,Laptop,0,"573,89","0,01","0,0",,,South,55.0,M,Mobile,11,,Safaaaaari,PAID
528,A,2022-03-26,0,BEAUTY,P1753,Perfume,0,"97,71","0,18","0,0",,,North,52.0,M,Desktop,27,,Ottttther,Organic
529,A,2022-03-03,0,HOME,P1129,Table,0,"407,85","0,07","0,0",,,Central,27.0,F,Desktop,26,,Firefoxxxxxx,Social
530,B,2022-02-18,0,TOYS,P1349,Board Game,0,"97,06","0,27","0,0",,,Central,29.0,F,Mobile,12,,Chrooome,Email
531,B,2022-01-25,0,TOYS,P1705,Puzzle,0,"49,39","0,14","0,0",,,North,27.0,M,Desktop,15,,Safaaaaari,Organic
532,B,2022-01-23,0,BEAUTY,P1543,Mascara,0,"90,31","0,07","0,0",,,West,51.0,F,TABLET,6,,Firefoxxxxxx,PAID
533,B,2022-01-24,0,ELECTRONICS,P1105,Headphones,0,"555,84","0,26","0,0",,,West,41.0,F,Desktop,26,,Ottttther,Organic
534,B,2022-02-07,0,BOOKS,P1911,Novel,0,"35,08","0,08","0,0",,,South,45.0,F,TABLET,24,,Ottttther,Social
535,B,2022-01-28,1,ELECTRONICS,P1715,Camera,2,"703,94","0,09","1281,17",Credit Card,Standard,South,39.0,F,TABLET,1,Yes,Firefoxxxxxx,Email
536,B,2022-01-21,0,FASHHION,P1000,Sneakers,0,,"0,25","0,0",,,East,62.0,M,TABLET,18,,Chrooome,Social
537,B,2022-02-23,0,HOME,P1756,Table,0,"293,52","0,09","0,0",,,East,33.0,Other,TABLET,14,,Firefoxxxxxx,Email
538,A,2022-01-18,0,ELECTRONICS,P1583,Laptop,0,"270,79","0,12","0,0",,,South,30.0,F,Desktop,29,,Firefoxxxxxx,PAID
539,A,2022-02-05,0,SPORTS,P1431,Running Shoes,0,"37,12","0,1","0,0",,,East,53.0,F,TABLET,24,,Eddddge,Organic
540,A,2022-02-14,0,HOME,P1305,Lamp,0,"406,04","0,03","0,0",,,North,53.0,M,Mobile,7,,Ottttther,Social
541,B,2022-03-14,1,TOYS,P1908,Board Game,3,"29,57","0,01","87,82",Credit Card,Same day,West,60.0,F,TABLET,10,Yes,Chrooome,PAID
542,B,2022-02-22,0,HOME,P1526,Sofa,0,"203,29","0,22","0,0",,,East,40.0,M,Mobile,9,,Eddddge,PAID
543,A,2022-01-30,0,SPORTS,P1052,Running Shoes,0,"47,3","0,19","0,0",,,East,31.0,M,TABLET,2,,Firefoxxxxxx,Organic
544,B,2022-03-01,0,BEAUTY,P1939,Perfume,0,"35,13","0,08","0,0",,,North,49.0,F,TABLET,8,,Ottttther,Social
545,B,2022-02-01,1,SPORTS,P1519,Tennis Racket,3,"236,71","0,09","646,22",PayPal,Standard,Central,20.0,F,Desktop,22,Yes,Eddddge,Organic
546,A,2022-03-08,0,SPORTS,P1329,Tennis Racket,0,"163,25","0,28","0,0",,,South,44.0,F,TABLET,1,,Eddddge,Organic
547,A,2022-03-08,1,BEAUTY,P1557,Perfume,2,"133,29","0,3","186,61",Credit Card,Standard,North,36.0,M,TABLET,20,Yes,Chrooome,Email
548,B,2022-01-28,0,BEAUTY,P1324,Lipstick,0,"65,61","0,14","0,0",,,Central,39.0,F,Desktop,30,,Firefoxxxxxx,Email
549,B,2022-02-13,0,BEAUTY,P1113,Lipstick,0,"47,62","0,24","0,0",,,North,18.0,M,Desktop,2,,Chrooome,Organic
550,B,2022-03-20,0,BEAUTY,P1146,Mascara,0,"58,66","0,22","0,0",,,West,22.0,F,Mobile,7,,Eddddge,Email
551,B,2022-02-10,0,BEAUTY,P1165,Mascara,0,"109,79","0,09","0,0",,,North,66.0,M,Desktop,25,,Eddddge,Social
552,B,2022-03-04,0,SPORTS,P1378,Gym Bag,0,"179,85","0,02","0,0",,,North,50.0,F,Mobile,16,,Chrooome,Email
553,B,2022-01-23,0,FASHHION,P1138,Dress,0,"182,75","0,04","0,0",,,West,68.0,F,TABLET,22,,Eddddge,PAID
554,B,2022-03-16,0,FASHHION,P1628,T-shirt,0,"128,39","0,25","0,0",,,South,36.0,M,Mobile,4,,Safaaaaari,Organic
555,B,2022-02-17,0,ELECTRONICS,P1298,Laptop,0,,"0,22","0,0",,,Central,53.0,M,Desktop,21,,Ottttther,Organic
556,A,2022-02-01,0,FASHHION,P1275,Jeans,0,"161,44","0,2","0,0",,,East,68.0,F,TABLET,27,,Firefoxxxxxx,Social
557,A,2022-02-26,0,TOYS,P1915,Doll,0,"95,02","0,04","0,0",,,South,23.0,F,Mobile,17,,Ottttther,Organic
558,A,2022-02-02,0,FASHHION,P1788,Dress,0,"84,05","0,19","0,0",,,North,32.0,F,Mobile,29,,Firefoxxxxxx,Email
559,B,2022-01-24,0,SPORTS,P1849,Football,0,"97,47","0,23","0,0",,,East,53.0,F,Mobile,4,,Eddddge,PAID
560,B,2022-02-08,0,BEAUTY,P1824,Mascara,0,"96,27","0,26","0,0",,,West,50.0,M,TABLET,29,,Chrooome,Organic
561,B,2022-02-03,0,BEAUTY,P1177,Perfume,0,"79,84","0,0","0,0",,,South,41.0,M,Mobile,26,,Chrooome,Email
562,A,2022-02-25,0,BOOKS,P1841,Science Fiction,0,"49,51","0,21","0,0",,,Central,44.0,M,Mobile,3,,Eddddge,PAID
563,A,2022-01-28,0,BOOKS,P1353,Science Fiction,0,"25,81","0,01","0,0",,,South,66.0,M,Desktop,9,,Firefoxxxxxx,Organic
564,A,2022-02-06,0,BOOKS,P1153,Science Fiction,0,"8,34","0,21","0,0",,,South,28.0,F,Mobile,22,,Eddddge,Organic
565,A,2022-01-07,0,SPORTS,P1925,Tennis Racket,0,"293,89","0,19","0,0",,,East,66.0,M,TABLET,15,,Firefoxxxxxx,Organic
566,B,2022-03-09,0,TOYS,P1200,Board Game,0,"85,14","0,04","0,0",,,West,40.0,F,Desktop,20,,Eddddge,PAID
567,A,2022-02-06,0,FASHHION,P1877,Sneakers,0,"52,09","0,23","0,0",,,West,50.0,F,TABLET,3,,Eddddge,Organic
568,A,2022-02-25,0,SPORTS,P1114,Tennis Racket,0,"274,24","0,02","0,0",,,South,58.0,F,Desktop,12,,Eddddge,Organic
569,B,2022-03-06,0,ELECTRONICS,P1670,Smartphone,0,"472,53","0,25","0,0",,,West,63.0,F,Desktop,15,,Chrooome,Email
570,A,2022-03-06,0,BEAUTY,P1553,Mascara,0,"62,8","0,08","0,0",,,East,64.0,M,Mobile,29,,Firefoxxxxxx,Email
571,B,2022-02-16,0,BOOKS,P1758,Mystery,0,"45,79","0,21","0,0",,,East,46.0,F,TABLET,20,,Eddddge,Email
572,B,2022-01-20,0,HOME,P1067,Sofa,0,"288,55","0,28","0,0",,,Central,48.0,M,Mobile,8,,Ottttther,Email
573,A,2022-01-19,0,ELECTRONICS,P1444,Laptop,0,"310,21","0,1","0,0",,,West,18.0,M,Desktop,12,,Ottttther,Organic
574,B,2022-01-29,0,BOOKS,P1444,Mystery,0,"21,61","0,15","0,0",,,Central,51.0,F,Mobile,21,,Chrooome,PAID
575,B,2022-03-15,0,TOYS,P1325,Doll,0,"73,6","0,14","0,0",,,North,35.0,M,Desktop,13,,Safaaaaari,Organic
576,B,2022-03-01,0,ELECTRONICS,P1845,Camera,0,,"0,05","0,0",,,East,35.0,Other,Desktop,15,,Chrooome,Social
577,A,2022-01-18,0,SPORTS,P1707,Tennis Racket,0,"189,36","0,18","0,0",,,South,23.0,F,TABLET,11,,Safaaaaari,PAID
578,B,2022-02-04,0,FASHHION,P1601,Jeans,0,"145,15","0,22","0,0",,,East,69.0,F,TABLET,17,,Chrooome,Social
579,A,2022-02-12,0,BEAUTY,P1622,Lotion,0,"58,14","0,28","0,0",,,North,57.0,M,TABLET,21,,Ottttther,Organic
580,A,2022-01-11,0,TOYS,P1879,Doll,0,"70,92","0,26","0,0",,,South,18.0,F,TABLET,24,,Eddddge,PAID
581,A,2022-02-18,0,TOYS,P1358,Board Game,0,"89,0","0,15","0,0",,,West,64.0,M,Mobile,27,,Firefoxxxxxx,PAID
582,B,2022-02-07,0,HOME,P1144,Sofa,0,"262,45","0,22","0,0",,,West,59.0,F,TABLET,12,,Eddddge,Email
583,A,2022-03-05,0,ELECTRONICS,P1274,Headphones,0,"506,33","0,24","0,0",,,East,47.0,M,TABLET,20,,Ottttther,Organic
584,A,2022-03-10,0,HOME,P1508,Lamp,0,"163,02","0,15","0,0",,,South,21.0,F,TABLET,30,,Firefoxxxxxx,Social
585,B,2022-01-08,0,FASHHION,P1178,Sneakers,0,"128,76","0,03","0,0",,,South,49.0,M,Desktop,18,,Safaaaaari,PAID
586,A,2022-02-03,1,BOOKS,P1752,Mystery,3,"44,59","0,13","116,38",PayPal,Express,Central,27.0,M,Desktop,29,Yes,Safaaaaari,PAID
587,A,2022-02-17,0,FASHHION,P1837,Dress,0,"78,44","0,25","0,0",,,North,60.0,F,TABLET,16,,Ottttther,Email
588,A,2022-02-25,0,BOOKS,P1830,Science Fiction,0,"22,83","0,18","0,0",,,West,22.0,M,Desktop,3,,Firefoxxxxxx,PAID
589,A,2022-03-17,0,HOME,P1476,Sofa,0,"232,98","0,22","0,0",,,East,26.0,F,Desktop,30,,Eddddge,Email
590,A,2022-03-06,0,BEAUTY,P1842,Mascara,0,"88,51","0,06","0,0",,,South,22.0,M,Mobile,27,,Ottttther,PAID
591,A,2022-01-31,0,FASHHION,P1975,Dress,0,"61,11","0,29","0,0",,,West,,M,Desktop,9,,Safaaaaari,PAID
592,B,2022-01-04,0,HOME,P1413,Sofa,0,"420,0","0,12","0,0",,,East,52.0,F,Mobile,30,,Ottttther,Organic
593,A,2022-02-19,0,ELECTRONICS,P1152,Laptop,0,"436,48","0,2","0,0",,,West,44.0,M,Desktop,7,,Eddddge,PAID
594,A,2022-03-10,0,HOME,P1103,Table,0,"367,41","0,01","0,0",,,East,21.0,M,TABLET,19,,Chrooome,Email
595,B,2022-01-30,0,HOME,P1074,Lamp,0,"280,95","0,04","0,0",,,West,27.0,F,Desktop,5,,Chrooome,Email
596,A,2022-03-29,0,SPORTS,P1127,Football,0,"188,19","0,23","0,0",,,Central,56.0,M,Desktop,19,,Eddddge,Email
597,B,2022-02-28,0,FASHHION,P1710,Jeans,0,"52,33","0,29","0,0",,,North,50.0,M,Mobile,10,,Firefoxxxxxx,Social
598,A,2022-03-08,1,BEAUTY,P1665,Mascara,5,"112,9","0,1","508,05",Cash on Delivery,Same day,West,55.0,M,TABLET,20,No,Ottttther,PAID
599,A,2022-03-16,0,BEAUTY,P1567,Mascara,0,"36,41","0,01","0,0",,,North,25.0,M,Mobile,12,,Eddddge,Organic
600,A,2022-02-14,0,SPORTS,P1789,Tennis Racket,0,"60,64","0,11","0,0",,,West,66.0,F,TABLET,8,,Chrooome,Organic
601,A,2022-01-04,0,BOOKS,P1344,Mystery,0,"29,6","0,01","0,0",,,South,41.0,M,TABLET,30,,Safaaaaari,Social
602,A,2022-01-26,0,TOYS,P1530,Action Figure,0,"72,38","0,06","0,0",,,Central,56.0,F,Mobile,3,,Eddddge,PAID
603,A,2022-01-27,0,BOOKS,P1158,Mystery,0,"7,25","0,23","0,0",,,Central,50.0,M,Desktop,19,,Eddddge,Email
604,A,2022-02-15,0,BEAUTY,P1537,Lotion,0,"19,72","0,28","0,0",,,North,58.0,M,TABLET,27,,Eddddge,Social
605,A,2022-03-05,0,HOME,P1425,Lamp,0,"411,21","0,03","0,0",,,South,60.0,M,Desktop,11,,Chrooome,Social
606,A,2022-02-20,0,SPORTS,P1680,Tennis Racket,0,"248,44","0,17","0,0",,,East,36.0,F,Mobile,8,,Chrooome,Email
607,A,2022-02-19,0,ELECTRONICS,P1995,Headphones,0,"396,24","0,08","0,0",,,Central,19.0,Other,Mobile,26,,Eddddge,Social
608,A,2022-01-06,0,FASHHION,P1022,Jeans,0,"130,74","0,04","0,0",,,South,28.0,F,Mobile,13,,Eddddge,Social
609,B,2022-02-28,0,FASHHION,P1046,T-shirt,0,"99,77","0,07","0,0",,,South,52.0,Other,Mobile,26,,Firefoxxxxxx,Email
610,B,2022-01-15,0,FASHHION,P1524,Sneakers,0,"133,89","0,17","0,0",,,North,34.0,M,TABLET,23,,Safaaaaari,PAID
611,A,2022-01-30,0,HOME,P1728,Chair,0,"438,3","0,02","0,0",,,South,59.0,M,Mobile,23,,Ottttther,Organic
612,B,2022-02-11,0,ELECTRONICS,P1833,Headphones,0,"263,89","0,13","0,0",,,South,20.0,M,Desktop,10,,Ottttther,Organic
613,B,2022-02-06,0,SPORTS,P1705,Gym Bag,0,"240,06","0,04","0,0",,,East,39.0,M,Desktop,18,,Ottttther,Email
614,A,2022-02-11,0,SPORTS,P1143,Football,0,"163,12","0,08","0,0",,,North,52.0,M,TABLET,12,,Chrooome,Email
615,B,2022-02-04,1,FASHHION,P1584,Jeans,5,"121,54","0,06","571,24",PayPal,Standard,North,38.0,M,Mobile,7,Yes,Chrooome,PAID
616,B,2022-03-28,0,ELECTRONICS,P1667,Headphones,0,"723,15","0,26","0,0",,,South,42.0,M,TABLET,26,,Firefoxxxxxx,Social
617,A,2022-01-06,0,ELECTRONICS,P1588,Camera,0,"938,1","0,21","0,0",,,East,56.0,M,TABLET,11,,Chrooome,PAID
618,A,2022-03-09,0,ELECTRONICS,P1418,Headphones,0,"245,38","0,26","0,0",,,West,19.0,M,TABLET,10,,Eddddge,Social
619,B,2022-01-18,0,BEAUTY,P1680,Lipstick,0,"14,13","0,12","0,0",,,Central,18.0,M,Mobile,3,,Safaaaaari,Social
620,B,2022-03-14,0,BEAUTY,P1972,Lotion,0,"34,96","0,09","0,0",,,North,24.0,F,Desktop,30,,Safaaaaari,PAID
621,A,2022-01-29,0,FASHHION,P1798,Dress,0,"197,56","0,11","0,0",,,East,37.0,M,Desktop,7,,Safaaaaari,Email
622,A,2022-03-18,0,ELECTRONICS,P1084,Smartphone,0,"772,06","0,01","0,0",,,East,60.0,F,TABLET,29,,Safaaaaari,Email
623,A,2022-02-28,0,TOYS,P1415,Doll,0,"63,39","0,22","0,0",,,South,23.0,F,TABLET,4,,Ottttther,PAID
624,A,2022-02-16,0,ELECTRONICS,P1693,Laptop,0,"237,63","0,1","0,0",,,Central,53.0,M,Desktop,29,,Ottttther,Social
625,B,2022-01-17,1,SPORTS,P1481,Running Shoes,4,"267,36","0,09","973,19",Bank Transfer,Same day,North,68.0,M,Desktop,8,No,Eddddge,Social
626,A,2022-01-22,0,SPORTS,P1455,Football,0,"249,44","0,18","0,0",,,West,38.0,M,Mobile,8,,Firefoxxxxxx,Social
627,A,2022-03-09,0,FASHHION,P1826,T-shirt,0,"139,66","0,13","0,0",,,South,68.0,F,TABLET,6,,Chrooome,Social
628,B,2022-03-10,0,TOYS,P1296,Board Game,0,"37,22","0,29","0,0",,,North,63.0,M,Mobile,13,,Chrooome,PAID
629,A,2022-02-06,0,ELECTRONICS,P1111,Headphones,0,"256,4","0,11","0,0",,,North,52.0,M,Desktop,12,,Ottttther,Organic
630,A,2022-02-18,0,BOOKS,P1961,Science Fiction,0,"31,1","0,18","0,0",,,East,53.0,M,Desktop,3,,Safaaaaari,Email
631,B,2022-01-13,0,TOYS,P1229,Doll,0,"73,37","0,09","0,0",,,Central,25.0,F,Desktop,6,,Eddddge,Email
632,B,2022-02-03,0,FASHHION,P1095,T-shirt,0,"36,96","0,3","0,0",,,West,67.0,M,Desktop,22,,Firefoxxxxxx,Organic
633,B,2022-03-27,0,SPORTS,P1949,Tennis Racket,0,"201,12","0,13","0,0",,,Central,21.0,F,Mobile,19,,Ottttther,Social
634,B,2022-02-22,0,BOOKS,P1679,Science Fiction,0,"17,89","0,19","0,0",,,East,60.0,F,Desktop,11,,Eddddge,Organic
635,A,2022-03-28,0,SPORTS,P1377,Running Shoes,0,"236,35","0,04","0,0",,,West,33.0,F,TABLET,4,,Eddddge,Organic
636,A,2022-02-20,0,BEAUTY,P1155,Lipstick,0,,"0,22","0,0",,,West,20.0,F,Desktop,15,,Ottttther,Organic
637,B,2022-01-03,0,FASHHION,P1420,T-shirt,0,"43,23","0,08","0,0",,,South,24.0,F,TABLET,2,,Eddddge,Email
638,A,2022-02-11,0,FASHHION,P1104,Jeans,0,"114,77","0,13","0,0",,,West,19.0,F,Desktop,15,,Safaaaaari,Email
639,A,2022-02-01,0,ELECTRONICS,P1704,Smartphone,0,"516,59","0,26","0,0",,,North,18.0,F,Mobile,17,,Eddddge,Organic
640,A,2022-02-20,0,ELECTRONICS,P1329,Camera,0,"344,28","0,29","0,0",,,Central,18.0,M,TABLET,2,,Firefoxxxxxx,Organic
641,A,2022-03-26,0,BEAUTY,P1438,Lipstick,0,"127,81","0,13","0,0",,,Central,55.0,M,Mobile,7,,Eddddge,Organic
642,A,2022-02-15,0,BOOKS,P1131,Novel,0,"5,5","0,25","0,0",,,South,68.0,F,Desktop,26,,Chrooome,Social
643,A,2022-01-21,0,HOME,P1866,Chair,0,"190,46","0,02","0,0",,,West,24.0,F,Mobile,16,,Eddddge,Social
644,A,2022-02-13,0,TOYS,P1381,Board Game,0,"6,2","0,25","0,0",,,East,41.0,F,Desktop,5,,Ottttther,Social
645,A,2022-01-11,0,HOME,P1137,Lamp,0,"93,2","0,19","0,0",,,North,22.0,F,Mobile,16,,Chrooome,Email
646,B,2022-03-09,0,HOME,P1942,Sofa,0,"183,69","0,15","0,0",,,South,38.0,F,Mobile,25,,Ottttther,PAID
647,B,2022-01-01,0,FASHHION,P1842,Dress,0,"29,77","0,27","0,0",,,West,45.0,M,TABLET,19,,Firefoxxxxxx,Organic
648,B,2022-03-04,0,TOYS,P1269,Board Game,0,"61,68","0,25","0,0",,,East,35.0,F,Desktop,2,,Safaaaaari,Organic
649,B,2022-01-24,0,FASHHION,P1549,Dress,0,"35,64","0,09","0,0",,,West,41.0,M,Mobile,15,,Firefoxxxxxx,PAID
650,A,2022-01-13,0,TOYS,P1395,Board Game,0,"71,66","0,24","0,0",,,South,49.0,Other,Desktop,4,,Chrooome,Organic
651,A,2022-01-11,0,SPORTS,P1556,Football,0,"44,21","0,03","0,0",,,East,62.0,F,TABLET,2,,Safaaaaari,Social
652,B,2022-02-20,1,FASHHION,P1912,Dress,5,"30,68","0,25","115,05",Bank Transfer,Standard,East,50.0,F,Mobile,27,Yes,Eddddge,Social
653,B,2022-01-17,0,FASHHION,P1463,Sneakers,0,"74,96","0,2","0,0",,,East,27.0,M,Desktop,23,,Chrooome,PAID
654,B,2022-03-23,0,FASHHION,P1674,T-shirt,0,"181,38","0,03","0,0",,,East,26.0,M,Mobile,10,,Safaaaaari,Social
655,A,2022-03-27,1,BOOKS,P1449,Science Fiction,1,"33,86","0,2","27,09",Cash on Delivery,Express,West,66.0,M,Mobile,22,No,Ottttther,PAID
656,A,2022-01-24,1,BEAUTY,P1330,Perfume,1,"117,82","0,17","97,79",Credit Card,Standard,East,50.0,F,Mobile,24,Yes,Safaaaaari,Social
657,A,2022-01-19,0,FASHHION,P1252,Sneakers,0,"45,48","0,18","0,0",,,West,50.0,F,Mobile,29,,Ottttther,Organic
658,A,2022-02-06,0,ELECTRONICS,P1680,Camera,0,"867,3","0,09","0,0",,,East,24.0,M,TABLET,5,,Ottttther,Email
659,B,2022-03-26,0,ELECTRONICS,P1962,Smartphone,0,"206,52","0,08","0,0",,,East,21.0,F,TABLET,18,,Safaaaaari,Social
660,B,2022-01-08,0,TOYS,P1284,Board Game,0,"25,24","0,23","0,0",,,South,45.0,F,Desktop,29,,Firefoxxxxxx,PAID
661,A,2022-01-28,0,SPORTS,P1273,Gym Bag,0,"196,34","0,08","0,0",,,West,40.0,M,Desktop,4,,Firefoxxxxxx,Email
662,B,2022-01-05,0,BEAUTY,P1019,Mascara,0,"62,53","0,13","0,0",,,West,70.0,M,Mobile,1,,Ottttther,Organic
