user_id,group,visit_date,conversion,product_category,product_id,product_name,quantity,price,discount,total_value,payment_method,shipping_method,region,customer_age,customer_gender,device,session_duration,coupon_used,browser,referral_source,conversion_str
494,a,2022-01-02,0,home,1519,table,0,413.24,0.27,0.0,,,east,30.0,m,tablet,20,,edge,paid,no
495,a,2022-03-04,0,sports,1916,tennis_racket,0,234.5,,0.0,,,north,55.0,m,mobile,20,,chrome,paid,no
496,a,2022-01-29,0,fashhion,1716,sneakers,0,84.25,0.11,0.0,,,central,42.0,m,desktop,3,,firefox,social,no
497,b,2022-03-15,0,home,1314,table,0,495.28,0.25,0.0,,,south,64.0,m,tablet,2,,chrome,paid,no
498,a,2022-03-07,0,fashhion,1945,dress,0,67.26,0.12,0.0,,,south,40.0,f,mobile,5,,safari,organic,no
499,b,2022-02-20,0,fashhion,1708,t-shirt,0,65.86,0.01,0.0,,,south,39.0,f,tablet,20,,chrome,paid,no
500,b,2022-03-16,0,books,1709,mystery,0,39.75,0.25,0.0,,,central,38.0,f,mobile,5,,edge,paid,no
501,b,2022-03-18,1,electronics,1541,smartphone,3,547.73,0.16,1380.28,paypal,express,west,47.0,m,mobile,13,no,edge,organic,yes
502,b,2022-01-10,0,fashhion,1478,sneakers,0,79.54,0.1,0.0,,,west,28.0,f,mobile,28,,firefox,paid,no
503,a,2022-01-14,0,fashhion,1912,t-shirt,0,52.16,0.08,0.0,,,west,21.0,f,tablet,28,,other,organic,no
504,b,2022-03-23,0,books,1970,mystery,0,39.44,0.18,0.0,,,east,50.0,f,tablet,8,,edge,paid,no
505,b,2022-02-20,0,books,1019,mystery,0,40.38,0.06,0.0,,,central,64.0,f,mobile,27,,firefox,organic,no
506,a,2022-03-14,0,home,1559,chair,0,304.95,0.1,0.0,,,south,29.0,m,desktop,16,,edge,email,no
507,b,2022-02-08,0,books,1968,biography,0,48.08,0.19,0.0,,,east,26.0,m,mobile,18,,edge,email,no
508,b,2022-01-28,0,home,1129,table,0,193.17,0.26,0.0,,,west,49.0,f,tablet,25,,other,social,no
509,b,2022-01-03,1,beauty,1292,mascara,3,40.75,0.16,102.69,credit_card,express,north,28.0,m,mobile,26,yes,safari,paid,yes
510,b,2022-03-25,0,books,1896,biography,0,35.49,0.23,0.0,,,east,54.0,m,tablet,16,,firefox,social,no
511,b,2022-03-11,0,electronics,1131,laptop,0,806.73,0.23,0.0,,,east,41.0,m,mobile,1,,edge,organic,no
512,a,2022-01-27,0,fashhion,1355,t-shirt,0,60.48,0.2,0.0,,,central,24.0,m,mobile,8,,edge,email,no
513,b,2022-01-02,0,electronics,1053,headphones,0,261.29,0.07,0.0,,,east,25.0,f,desktop,28,,chrome,organic,no
514,b,2022-02-07,0,sports,1889,gym_bag,0,248.84,0.26,0.0,,,central,50.0,m,desktop,21,,safari,social,no
515,a,2022-01-03,0,books,1792,novel,0,48.94,0.13,0.0,,,north,42.0,m,tablet,2,,other,organic,no
516,a,2022-01-16,1,fashhion,1386,dress,3,136.04,0.01,404.04,credit_card,standard,south,18.0,f,mobile,24,yes,firefox,organic,yes
517,a,2022-02-09,0,electronics,1264,smartphone,0,422.29,0.07,0.0,,,south,20.0,m,tablet,5,,edge,organic,no
518,b,2022-01-02,0,books,1981,biography,0,49.85,0.23,0.0,,,west,57.0,other,mobile,26,,firefox,organic,no
519,b,2022-03-22,1,books,1214,biography,3,45.2,0.02,132.89,cash_on_delivery,express,west,45.0,m,mobile,15,yes,other,email,yes
520,a,2022-02-10,0,beauty,1459,mascara,0,81.87,0.04,0.0,,,north,60.0,f,mobile,14,,safari,organic,no
521,b,2022-01-12,0,beauty,1457,perfume,0,125.54,0.21,0.0,,,south,50.0,f,desktop,26,,chrome,organic,no
522,a,2022-02-04,0,fashhion,1801,jeans,0,166.85,0.27,0.0,,,west,63.0,f,tablet,29,,safari,email,no
523,b,2022-03-06,0,sports,1042,tennis_racket,0,282.4,0.19,0.0,,,east,18.0,m,mobile,30,,chrome,organic,no
524,b,2022-02-24,0,beauty,1585,perfume,0,127.73,0.07,0.0,,,central,55.0,m,mobile,3,,firefox,organic,no
525,b,2022-02-14,0,beauty,1861,lotion,0,100.12,0.02,0.0,,,west,70.0,f,tablet,7,,safari,social,no
526,a,2022-03-20,0,sports,1277,gym_bag,0,194.51,0.18,0.0,,,north,44.0,f,tablet,4,,safari,email,no
527,a,2022-03-31,0,electronics,1837,laptop,0,573.89,0.01,0.0,,,south,55.0,m,mobile,11,,safari,paid,no
528,a,2022-03-26,0,beauty,1753,perfume,0,97.71,0.18,0.0,,,north,52.0,m,desktop,27,,other,organic,no
529,a,2022-03-03,0,home,1129,table,0,407.85,0.07,0.0,,,central,27.0,f,desktop,26,,firefox,social,no
530,b,2022-02-18,0,toys,1349,board_game,0,97.06,0.27,0.0,,,central,29.0,f,mobile,12,,chrome,email,no
531,b,2022-01-25,0,toys,1705,puzzle,0,49.39,0.14,0.0,,,north,27.0,m,desktop,15,,safari,organic,no
532,b,2022-01-23,0,beauty,1543,mascara,0,90.31,0.07,0.0,,,west,51.0,f,tablet,6,,firefox,paid,no
533,b,2022-01-24,0,electronics,1105,headphones,0,555.84,0.26,0.0,,,west,41.0,f,desktop,26,,other,organic,no
534,b,2022-02-07,0,books,1911,novel,0,35.08,0.08,0.0,,,south,45.0,f,tablet,24,,other,social,no
535,b,2022-01-28,1,electronics,1715,camera,2,703.94,0.09,1281.17,credit_card,standard,south,39.0,f,tablet,1,yes,firefox,email,yes
536,b,2022-01-21,0,fashhion,1000,sneakers,0,,0.25,0.0,,,east,62.0,m,tablet,18,,chrome,social,no
537,b,2022-02-23,0,home,1756,table,0,293.52,0.09,0.0,,,east,33.0,other,tablet,14,,firefox,email,no
538,a,2022-01-18,0,electronics,1583,laptop,0,270.79,0.12,0.0,,,south,30.0,f,desktop,29,,firefox,paid,no
539,a,2022-02-05,0,sports,1431,running_shoes,0,37.12,0.1,0.0,,,east,53.0,f,tablet,24,,edge,organic,no
540,a,2022-02-14,0,home,1305,lamp,0,406.04,0.03,0.0,,,north,53.0,m,mobile,7,,other,social,no
541,b,2022-03-14,1,toys,1908,board_game,3,29.57,0.01,87.82,credit_card,same_day,west,60.0,f,tablet,10,yes,chrome,paid,yes
542,b,2022-02-22,0,home,1526,sofa,0,203.29,0.22,0.0,,,east,40.0,m,mobile,9,,edge,paid,no
543,a,2022-01-30,0,sports,1052,running_shoes,0,47.3,0.19,0.0,,,east,31.0,m,tablet,2,,firefox,organic,no
544,b,2022-03-01,0,beauty,1939,perfume,0,35.13,0.08,0.0,,,north,49.0,f,tablet,8,,other,social,no
545,b,2022-02-01,1,sports,1519,tennis_racket,3,236.71,0.09,646.22,paypal,standard,central,20.0,f,desktop,22,yes,edge,organic,yes
546,a,2022-03-08,0,sports,1329,tennis_racket,0,163.25,0.28,0.0,,,south,44.0,f,tablet,1,,edge,organic,no
547,a,2022-03-08,1,beauty,1557,perfume,2,133.29,0.3,186.61,credit_card,standard,north,36.0,m,tablet,20,yes,chrome,email,yes
548,b,2022-01-28,0,beauty,1324,lipstick,0,65.61,0.14,0.0,,,central,39.0,f,desktop,30,,firefox,email,no
549,b,2022-02-13,0,beauty,1113,lipstick,0,47.62,0.24,0.0,,,north,18.0,m,desktop,2,,chrome,organic,no
550,b,2022-03-20,0,beauty,1146,mascara,0,58.66,0.22,0.0,,,west,22.0,f,mobile,7,,edge,email,no
551,b,2022-02-10,0,beauty,1165,mascara,0,109.79,0.09,0.0,,,north,66.0,m,desktop,25,,edge,social,no
552,b,2022-03-04,0,sports,1378,gym_bag,0,179.85,0.02,0.0,,,north,50.0,f,mobile,16,,chrome,email,no
553,b,2022-01-23,0,fashhion,1138,dress,0,182.75,0.04,0.0,,,west,68.0,f,tablet,22,,edge,paid,no
554,b,2022-03-16,0,fashhion,1628,t-shirt,0,128.39,0.25,0.0,,,south,36.0,m,mobile,4,,safari,organic,no
555,b,2022-02-17,0,electronics,1298,laptop,0,,0.22,0.0,,,central,53.0,m,desktop,21,,other,organic,no
556,a,2022-02-01,0,fashhion,1275,jeans,0,161.44,0.2,0.0,,,east,68.0,f,tablet,27,,firefox,social,no
557,a,2022-02-26,0,toys,1915,doll,0,95.02,0.04,0.0,,,south,23.0,f,mobile,17,,other,organic,no
558,a,2022-02-02,0,fashhion,1788,dress,0,84.05,0.19,0.0,,,north,32.0,f,mobile,29,,firefox,email,no
559,b,2022-01-24,0,sports,1849,football,0,97.47,0.23,0.0,,,east,53.0,f,mobile,4,,edge,paid,no
560,b,2022-02-08,0,beauty,1824,mascara,0,96.27,0.26,0.0,,,west,50.0,m,tablet,29,,chrome,organic,no
561,b,2022-02-03,0,beauty,1177,perfume,0,79.84,0.0,0.0,,,south,41.0,m,mobile,26,,chrome,email,no
562,a,2022-02-25,0,books,1841,science_fiction,0,49.51,0.21,0.0,,,central,44.0,m,mobile,3,,edge,paid,no
563,a,2022-01-28,0,books,1353,science_fiction,0,25.81,0.01,0.0,,,south,66.0,m,desktop,9,,firefox,organic,no
564,a,2022-02-06,0,books,1153,science_fiction,0,8.34,0.21,0.0,,,south,28.0,f,mobile,22,,edge,organic,no
565,a,2022-01-07,0,sports,1925,tennis_racket,0,293.89,0.19,0.0,,,east,66.0,m,tablet,15,,firefox,organic,no
566,b,2022-03-09,0,toys,1200,board_game,0,85.14,0.04,0.0,,,west,40.0,f,desktop,20,,edge,paid,no
567,a,2022-02-06,0,fashhion,1877,sneakers,0,52.09,0.23,0.0,,,west,50.0,f,tablet,3,,edge,organic,no
568,a,2022-02-25,0,sports,1114,tennis_racket,0,274.24,0.02,0.0,,,south,58.0,f,desktop,12,,edge,organic,no
569,b,2022-03-06,0,electronics,1670,smartphone,0,472.53,0.25,0.0,,,west,63.0,f,desktop,15,,chrome,email,no
570,a,2022-03-06,0,beauty,1553,mascara,0,62.8,0.08,0.0,,,east,64.0,m,mobile,29,,firefox,email,no
571,b,2022-02-16,0,books,1758,mystery,0,45.79,0.21,0.0,,,east,46.0,f,tablet,20,,edge,email,no
572,b,2022-01-20,0,home,1067,sofa,0,288.55,0.28,0.0,,,central,48.0,m,mobile,8,,other,email,no
573,a,2022-01-19,0,electronics,1444,laptop,0,310.21,0.1,0.0,,,west,18.0,m,desktop,12,,other,organic,no
574,b,2022-01-29,0,books,1444,mystery,0,21.61,0.15,0.0,,,central,51.0,f,mobile,21,,chrome,paid,no
575,b,2022-03-15,0,toys,1325,doll,0,73.6,0.14,0.0,,,north,35.0,m,desktop,13,,safari,organic,no
576,b,2022-03-01,0,electronics,1845,camera,0,,0.05,0.0,,,east,35.0,other,desktop,15,,chrome,social,no
577,a,2022-01-18,0,sports,1707,tennis_racket,0,189.36,0.18,0.0,,,south,23.0,f,tablet,11,,safari,paid,no
578,b,2022-02-04,0,fashhion,1601,jeans,0,145.15,0.22,0.0,,,east,69.0,f,tablet,17,,chrome,social,no
579,a,2022-02-12,0,beauty,1622,lotion,0,58.14,0.28,0.0,,,north,57.0,m,tablet,21,,other,organic,no
580,a,2022-01-11,0,toys,1879,doll,0,70.92,0.26,0.0,,,south,18.0,f,tablet,24,,edge,paid,no
581,a,2022-02-18,0,toys,1358,board_game,0,89.0,0.15,0.0,,,west,64.0,m,mobile,27,,firefox,paid,no
582,b,2022-02-07,0,home,1144,sofa,0,262.45,0.22,0.0,,,west,59.0,f,tablet,12,,edge,email,no
583,a,2022-03-05,0,electronics,1274,headphones,0,506.33,0.24,0.0,,,east,47.0,m,tablet,20,,other,organic,no
584,a,2022-03-10,0,home,1508,lamp,0,163.02,0.15,0.0,,,south,21.0,f,tablet,30,,firefox,social,no
585,b,2022-01-08,0,fashhion,1178,sneakers,0,128.76,0.03,0.0,,,south,49.0,m,desktop,18,,safari,paid,no
586,a,2022-02-03,1,books,1752,mystery,3,44.59,0.13,116.38,paypal,express,central,27.0,m,desktop,29,yes,safari,paid,yes
587,a,2022-02-17,0,fashhion,1837,dress,0,78.44,0.25,0.0,,,north,60.0,f,tablet,16,,other,email,no
588,a,2022-02-25,0,books,1830,science_fiction,0,22.83,0.18,0.0,,,west,22.0,m,desktop,3,,firefox,paid,no
589,a,2022-03-17,0,home,1476,sofa,0,232.98,0.22,0.0,,,east,26.0,f,desktop,30,,edge,email,no
590,a,2022-03-06,0,beauty,1842,mascara,0,88.51,0.06,0.0,,,south,22.0,m,mobile,27,,other,paid,no
591,a,2022-01-31,0,fashhion,1975,dress,0,61.11,0.29,0.0,,,west,,m,desktop,9,,safari,paid,no
592,b,2022-01-04,0,home,1413,sofa,0,420.0,0.12,0.0,,,east,52.0,f,mobile,30,,other,organic,no
593,a,2022-02-19,0,electronics,1152,laptop,0,436.48,0.2,0.0,,,west,44.0,m,desktop,7,,edge,paid,no
594,a,2022-03-10,0,home,1103,table,0,367.41,0.01,0.0,,,east,21.0,m,tablet,19,,chrome,email,no
595,b,2022-01-30,0,home,1074,lamp,0,280.95,0.04,0.0,,,west,27.0,f,desktop,5,,chrome,email,no
596,a,2022-03-29,0,sports,1127,football,0,188.19,0.23,0.0,,,central,56.0,m,desktop,19,,edge,email,no
597,b,2022-02-28,0,fashhion,1710,jeans,0,52.33,0.29,0.0,,,north,50.0,m,mobile,10,,firefox,social,no
598,a,2022-03-08,1,beauty,1665,mascara,5,112.9,0.1,508.05,cash_on_delivery,same_day,west,55.0,m,tablet,20,no,other,paid,yes
599,a,2022-03-16,0,beauty,1567,mascara,0,36.41,0.01,0.0,,,north,25.0,m,mobile,12,,edge,organic,no
600,a,2022-02-14,0,sports,1789,tennis_racket,0,60.64,0.11,0.0,,,west,66.0,f,tablet,8,,chrome,organic,no
601,a,2022-01-04,0,books,1344,mystery,0,29.6,0.01,0.0,,,south,41.0,m,tablet,30,,safari,social,no
602,a,2022-01-26,0,toys,1530,action_figure,0,72.38,0.06,0.0,,,central,56.0,f,mobile,3,,edge,paid,no
603,a,2022-01-27,0,books,1158,mystery,0,7.25,0.23,0.0,,,central,50.0,m,desktop,19,,edge,email,no
604,a,2022-02-15,0,beauty,1537,lotion,0,19.72,0.28,0.0,,,north,58.0,m,tablet,27,,edge,social,no
605,a,2022-03-05,0,home,1425,lamp,0,411.21,0.03,0.0,,,south,60.0,m,desktop,11,,chrome,social,no
606,a,2022-02-20,0,sports,1680,tennis_racket,0,248.44,0.17,0.0,,,east,36.0,f,mobile,8,,chrome,email,no
607,a,2022-02-19,0,electronics,1995,headphones,0,396.24,0.08,0.0,,,central,19.0,other,mobile,26,,edge,social,no
608,a,2022-01-06,0,fashhion,1022,jeans,0,130.74,0.04,0.0,,,south,28.0,f,mobile,13,,edge,social,no
609,b,2022-02-28,0,fashhion,1046,t-shirt,0,99.77,0.07,0.0,,,south,52.0,other,mobile,26,,firefox,email,no
610,b,2022-01-15,0,fashhion,1524,sneakers,0,133.89,0.17,0.0,,,north,34.0,m,tablet,23,,safari,paid,no
611,a,2022-01-30,0,home,1728,chair,0,438.3,0.02,0.0,,,south,59.0,m,mobile,23,,other,organic,no
612,b,2022-02-11,0,electronics,1833,headphones,0,263.89,0.13,0.0,,,south,20.0,m,desktop,10,,other,organic,no
613,b,2022-02-06,0,sports,1705,gym_bag,0,240.06,0.04,0.0,,,east,39.0,m,desktop,18,,other,email,no
614,a,2022-02-11,0,sports,1143,football,0,163.12,0.08,0.0,,,north,52.0,m,tablet,12,,chrome,email,no
615,b,2022-02-04,1,fashhion,1584,jeans,5,121.54,0.06,571.24,paypal,standard,north,38.0,m,mobile,7,yes,chrome,paid,yes
616,b,2022-03-28,0,electronics,1667,headphones,0,723.15,0.26,0.0,,,south,42.0,m,tablet,26,,firefox,social,no
617,a,2022-01-06,0,electronics,1588,camera,0,938.1,0.21,0.0,,,east,56.0,m,tablet,11,,chrome,paid,no
618,a,2022-03-09,0,electronics,1418,headphones,0,245.38,0.26,0.0,,,west,19.0,m,tablet,10,,edge,social,no
619,b,2022-01-18,0,beauty,1680,lipstick,0,14.13,0.12,0.0,,,central,18.0,m,mobile,3,,safari,social,no
620,b,2022-03-14,0,beauty,1972,lotion,0,34.96,0.09,0.0,,,north,24.0,f,desktop,30,,safari,paid,no
621,a,2022-01-29,0,fashhion,1798,dress,0,197.56,0.11,0.0,,,east,37.0,m,desktop,7,,safari,email,no
622,a,2022-03-18,0,electronics,1084,smartphone,0,772.06,0.01,0.0,,,east,60.0,f,tablet,29,,safari,email,no
623,a,2022-02-28,0,toys,1415,doll,0,63.39,0.22,0.0,,,south,23.0,f,tablet,4,,other,paid,no
624,a,2022-02-16,0,electronics,1693,laptop,0,237.63,0.1,0.0,,,central,53.0,m,desktop,29,,other,social,no
625,b,2022-01-17,1,sports,1481,running_shoes,4,267.36,0.09,973.19,bank_transfer,same_day,north,68.0,m,desktop,8,no,edge,social,yes
626,a,2022-01-22,0,sports,1455,football,0,249.44,0.18,0.0,,,west,38.0,m,mobile,8,,firefox,social,no
627,a,2022-03-09,0,fashhion,1826,t-shirt,0,139.66,0.13,0.0,,,south,68.0,f,tablet,6,,chrome,social,no
628,b,2022-03-10,0,toys,1296,board_game,0,37.22,0.29,0.0,,,north,63.0,m,mobile,13,,chrome,paid,no
629,a,2022-02-06,0,electronics,1111,headphones,0,256.4,0.11,0.0,,,north,52.0,m,desktop,12,,other,organic,no
630,a,2022-02-18,0,books,1961,science_fiction,0,31.1,0.18,0.0,,,east,53.0,m,desktop,3,,safari,email,no
631,b,2022-01-13,0,toys,1229,doll,0,73.37,0.09,0.0,,,central,25.0,f,desktop,6,,edge,email,no
632,b,2022-02-03,0,fashhion,1095,t-shirt,0,36.96,0.3,0.0,,,west,67.0,m,desktop,22,,firefox,organic,no
633,b,2022-03-27,0,sports,1949,tennis_racket,0,201.12,0.13,0.0,,,central,21.0,f,mobile,19,,other,social,no
634,b,2022-02-22,0,books,1679,science_fiction,0,17.89,0.19,0.0,,,east,60.0,f,desktop,11,,edge,organic,no
635,a,2022-03-28,0,sports,1377,running_shoes,0,236.35,0.04,0.0,,,west,33.0,f,tablet,4,,edge,organic,no
636,a,2022-02-20,0,beauty,1155,lipstick,0,,0.22,0.0,,,west,20.0,f,desktop,15,,other,organic,no
637,b,2022-01-03,0,fashhion,1420,t-shirt,0,43.23,0.08,0.0,,,south,24.0,f,tablet,2,,edge,email,no
638,a,2022-02-11,0,fashhion,1104,jeans,0,114.77,0.13,0.0,,,west,19.0,f,desktop,15,,safari,email,no
639,a,2022-02-01,0,electronics,1704,smartphone,0,516.59,0.26,0.0,,,north,18.0,f,mobile,17,,edge,organic,no
640,a,2022-02-20,0,electronics,1329,camera,0,344.28,0.29,0.0,,,central,18.0,m,tablet,2,,firefox,organic,no
641,a,2022-03-26,0,beauty,1438,lipstick,0,127.81,0.13,0.0,,,central,55.0,m,mobile,7,,edge,organic,no
642,a,2022-02-15,0,books,1131,novel,0,5.5,0.25,0.0,,,south,68.0,f,desktop,26,,chrome,social,no
643,a,2022-01-21,0,home,1866,chair,0,190.46,0.02,0.0,,,west,24.0,f,mobile,16,,edge,social,no
644,a,2022-02-13,0,toys,1381,board_game,0,6.2,0.25,0.0,,,east,41.0,f,desktop,5,,other,social,no
645,a,2022-01-11,0,home,1137,lamp,0,93.2,0.19,0.0,,,north,22.0,f,mobile,16,,chrome,email,no
646,b,2022-03-09,0,home,1942,sofa,0,183.69,0.15,0.0,,,south,38.0,f,mobile,25,,other,paid,no
647,b,2022-01-01,0,fashhion,1842,dress,0,29.77,0.27,0.0,,,west,45.0,m,tablet,19,,firefox,organic,no
648,b,2022-03-04,0,toys,1269,board_game,0,61.68,0.25,0.0,,,east,35.0,f,desktop,2,,safari,organic,no
649,b,2022-01-24,0,fashhion,1549,dress,0,35.64,0.09,0.0,,,west,41.0,m,mobile,15,,firefox,paid,no
650,a,2022-01-13,0,toys,1395,board_game,0,71.66,0.24,0.0,,,south,49.0,other,desktop,4,,chrome,organic,no
651,a,2022-01-11,0,sports,1556,football,0,44.21,0.03,0.0,,,east,62.0,f,tablet,2,,safari,social,no
652,b,2022-02-20,1,fashhion,1912,dress,5,30.68,0.25,115.05,bank_transfer,standard,east,50.0,f,mobile,27,yes,edge,social,yes
653,b,2022-01-17,0,fashhion,1463,sneakers,0,74.96,0.2,0.0,,,east,27.0,m,desktop,23,,chrome,paid,no
654,b,2022-03-23,0,fashhion,1674,t-shirt,0,181.38,0.03,0.0,,,east,26.0,m,mobile,10,,safari,social,no
655,a,2022-03-27,1,books,1449,science_fiction,1,33.86,0.2,27.09,cash_on_delivery,express,west,66.0,m,mobile,22,no,other,paid,yes
656,a,2022-01-24,1,beauty,1330,perfume,1,117.82,0.17,97.79,credit_card,standard,east,50.0,f,mobile,24,yes,safari,social,yes
657,a,2022-01-19,0,fashhion,1252,sneakers,0,45.48,0.18,0.0,,,west,50.0,f,mobile,29,,other,organic,no
658,a,2022-02-06,0,electronics,1680,camera,0,867.3,0.09,0.0,,,east,24.0,m,tablet,5,,other,email,no
659,b,2022-03-26,0,electronics,1962,smartphone,0,206.52,0.08,0.0,,,east,21.0,f,tablet,18,,safari,social,no
660,b,2022-01-08,0,toys,1284,board_game,0,25.24,0.23,0.0,,,south,45.0,f,desktop,29,,firefox,paid,no
661,a,2022-01-28,0,sports,1273,gym_bag,0,196.34,0.08,0.0,,,west,40.0,m,desktop,4,,firefox,email,no
662,b,2022-01-05,0,beauty,1019,mascara,0,62.53,0.13,0.0,,,west,70.0,m,mobile,1,,other,organic,no
663,b,2022-01-17,0,books,1238,science_fiction,0,49.29,0.21,0.0,,,central,49.0,f,mobile,18,,chrome,email,no
664,a,2022-02-05,1,toys,1269,doll,1,7.88,0.02,7.72,paypal,standard,south,61.0,f,mobile,20,yes,safari,paid,yes
665,a,2022-01-19,0,electronics,1417,headphones,0,998.88,0.18,0.0,,,west,33.0,f,tablet,6,,chrome,organic,no
666,a,2022-03-05,0,beauty,1944,mascara,0,97.31,0.18,0.0,,,south,63.0,f,mobile,20,,firefox,organic,no
667,a,2022-01-11,0,beauty,1309,lotion,0,88.22,0.21,0.0,,,south,27.0,other,desktop,20,,chrome,social,no
668,a,2022-02-23,0,sports,1030,gym_bag,0,46.07,0.11,0.0,,,south,31.0,m,mobile,14,,edge,email,no
669,a,2022-02-14,0,beauty,1825,lipstick,0,48.27,0.13,0.0,,,north,56.0,f,tablet,27,,edge,social,no
670,a,2022-02-16,0,fashhion,1103,dress,0,186.44,0.1,0.0,,,west,53.0,m,mobile,26,,firefox,organic,no
671,a,2022-01-12,0,beauty,1681,perfume,0,59.59,0.24,0.0,,,south,51.0,m,tablet,10,,chrome,social,no
672,b,2022-01-21,0,sports,1185,gym_bag,0,208.65,0.04,0.0,,,north,41.0,m,tablet,18,,safari,social,no
673,a,2022-01-11,0,toys,1127,action_figure,0,99.95,0.29,0.0,,,north,35.0,m,tablet,9,,firefox,paid,no
674,b,2022-01-05,1,sports,1209,football,2,101.03,0.19,163.67,bank_transfer,same_day,east,33.0,other,tablet,12,yes,edge,social,yes
675,a,2022-03-22,0,books,1413,mystery,0,30.92,0.27,0.0,,,east,58.0,f,desktop,10,,firefox,organic,no
676,b,2022-02-25,0,sports,1280,football,0,218.04,0.13,0.0,,,west,54.0,m,tablet,24,,chrome,social,no
677,a,2022-01-20,0,electronics,1958,smartphone,0,331.7,0.1,0.0,,,east,58.0,f,desktop,24,,chrome,organic,no
678,a,2022-02-10,0,fashhion,1252,jeans,0,46.76,0.27,0.0,,,west,42.0,f,desktop,21,,chrome,organic,no
679,b,2022-02-15,0,electronics,1018,headphones,0,565.05,0.03,0.0,,,north,25.0,f,mobile,19,,other,paid,no
680,b,2022-01-12,0,toys,1711,action_figure,0,41.65,0.04,0.0,,,north,41.0,f,mobile,6,,chrome,organic,no
681,b,2022-03-11,0,home,1731,table,0,371.4,0.09,0.0,,,west,37.0,m,tablet,14,,edge,organic,no
682,a,2022-01-17,0,toys,1135,action_figure,0,11.6,0.29,0.0,,,east,65.0,f,mobile,25,,edge,paid,no
683,a,2022-01-19,0,fashhion,1222,sneakers,0,194.99,0.19,0.0,,,east,47.0,f,tablet,8,,other,organic,no
684,b,2022-01-26,0,beauty,1002,lotion,0,12.0,0.17,0.0,,,west,37.0,f,mobile,23,,edge,paid,no
685,b,2022-02-17,0,sports,1962,football,0,192.36,0.21,0.0,,,central,35.0,f,tablet,14,,edge,email,no
686,b,2022-02-21,0,home,1235,table,0,303.18,0.13,0.0,,,east,21.0,f,mobile,11,,firefox,email,no
687,b,2022-03-11,0,fashhion,1853,sneakers,0,44.25,0.23,0.0,,,south,65.0,f,mobile,24,,chrome,email,no
688,a,2022-02-24,0,electronics,1464,headphones,0,320.73,0.12,0.0,,,east,53.0,f,desktop,16,,firefox,organic,no
689,b,2022-03-16,0,sports,1227,running_shoes,0,244.02,0.25,0.0,,,central,23.0,other,mobile,20,,firefox,social,no
690,a,2022-02-02,0,toys,1912,puzzle,0,89.32,0.08,0.0,,,north,20.0,m,mobile,6,,edge,paid,no
691,a,2022-03-03,0,electronics,1653,camera,0,426.41,0.08,0.0,,,north,35.0,m,tablet,15,,safari,email,no
692,a,2022-03-29,0,fashhion,1498,dress,0,98.83,0.16,0.0,,,north,64.0,m,desktop,15,,chrome,paid,no
693,b,2022-01-23,0,fashhion,1520,dress,0,83.9,0.13,0.0,,,east,57.0,f,tablet,14,,safari,email,no
694,a,2022-01-15,0,toys,1701,action_figure,0,11.89,0.19,0.0,,,north,35.0,f,mobile,21,,edge,email,no
695,a,2022-01-27,0,home,1861,chair,0,352.94,0.11,0.0,,,central,40.0,m,tablet,12,,other,organic,no
696,b,2022-03-16,0,toys,1916,board_game,0,83.39,0.07,0.0,,,central,52.0,other,desktop,2,,firefox,paid,no
697,a,2022-03-05,0,beauty,1971,perfume,0,52.68,0.14,0.0,,,east,23.0,f,tablet,8,,edge,organic,no
698,b,2022-03-22,0,electronics,1676,laptop,0,992.14,0.17,0.0,,,south,43.0,f,mobile,19,,edge,paid,no
699,a,2022-02-20,0,home,1991,table,0,84.13,,0.0,,,east,38.0,m,tablet,14,,safari,paid,no
700,a,2022-02-22,0,sports,1138,football,0,208.68,0.17,0.0,,,north,41.0,f,mobile,5,,other,social,no
701,b,2022-03-19,0,books,1275,science_fiction,0,25.17,0.1,0.0,,,east,32.0,f,desktop,24,,firefox,email,no
702,a,2022-03-23,0,beauty,1290,mascara,0,72.52,0.12,0.0,,,central,44.0,f,desktop,27,,other,organic,no
703,a,2022-02-20,1,home,1052,sofa,5,255.94,0.08,1177.32,paypal,standard,east,49.0,f,tablet,9,yes,other,social,yes
704,a,2022-02-16,0,books,1686,mystery,0,16.64,0.28,0.0,,,east,29.0,f,desktop,13,,other,paid,no
705,a,2022-01-04,0,books,1109,biography,0,37.2,0.21,0.0,,,south,22.0,m,tablet,9,,chrome,email,no
706,b,2022-01-07,1,electronics,1714,camera,1,777.26,0.08,715.08,bank_transfer,express,central,24.0,f,mobile,14,yes,other,organic,yes
707,a,2022-02-04,0,fashhion,1947,t-shirt,0,70.83,0.19,0.0,,,west,39.0,m,tablet,5,,edge,social,no
708,b,2022-02-17,0,sports,1647,gym_bag,0,255.53,0.25,0.0,,,west,44.0,m,mobile,2,,chrome,paid,no
709,a,2022-03-14,0,toys,1003,action_figure,0,35.1,0.12,0.0,,,central,32.0,m,desktop,7,,chrome,social,no
710,b,2022-03-13,0,electronics,1666,camera,0,780.07,0.25,0.0,,,west,56.0,m,mobile,16,,other,paid,no
711,b,2022-02-14,0,beauty,1683,mascara,0,26.94,0.05,0.0,,,north,62.0,m,mobile,11,,edge,paid,no
712,b,2022-03-22,0,books,1935,science_fiction,0,12.59,0.25,0.0,,,west,52.0,f,mobile,11,,firefox,email,no
713,a,2022-03-22,0,beauty,1869,lotion,0,54.21,0.16,0.0,,,north,43.0,f,mobile,23,,other,organic,no
